rel,n,lvol_mean,lvol_se,ltrades_mean,ltrades_se,absret_mean,absret_se,signed_imb_mean,signed_imb_se
-30,1024,-0.06707237185691795,0.2125011830165494,-0.021388975191467374,0.19183581473453698,-7.163519829432932e-05,9.61598669867264e-05,-0.021999209961070815,0.051243800435314485
-29,1024,-0.031097826516129967,0.21054467899526647,0.0003613793327259529,0.19365561251667865,1.0303432331590801e-06,0.00011953312644886322,0.007606866737606487,0.05284356584555616
-28,1024,-0.06125873743944282,0.2069364424457126,-0.013456052738962387,0.1911611229205296,-8.476726975953818e-05,9.407438993023752e-05,0.0320682825171036,0.05219303002923783
-27,1024,-0.13429964147095885,0.21262740788260698,-0.06704762555813115,0.19050511684999574,-9.66838927624788e-05,9.806625417926568e-05,0.012095576081369382,0.05573574057180823
-26,1024,-0.05440850718945689,0.21409553362099795,-0.008173969587385255,0.19001819870162295,-3.1980992619603716e-05,0.00010649742893449778,-0.006852797356019418,0.053420697026828105
-25,1024,-0.056466468286269,0.21105586531176812,-0.02207761139679648,0.19044118777947455,-2.6414944210655255e-05,0.00012005613828500745,-0.03119000334818236,0.054970374448951066
-24,1024,-0.08205894743860284,0.20816682687987637,-0.03969707424554808,0.1905514903970393,-5.4881019459766486e-05,9.660255905908862e-05,-0.0012787741799845237,0.05351343648187867
-23,1024,-0.08553956687272751,0.2124851420065689,-0.03582117538173796,0.1905576493220312,-0.00010332445868132858,9.473197520089441e-05,0.004415933847252761,0.053725495942536346
-22,1024,-0.05807496351430111,0.20871089738270426,-0.03016516289069604,0.18996765327320214,-1.9708649763889498e-05,9.81040768564873e-05,-0.00431299634500628,0.05385525428761137
-21,1024,-0.05360939722179192,0.20399914299152752,-0.0394070195485996,0.1877279164501417,-9.011741234348818e-05,8.506639705689865e-05,-0.013266397776121775,0.055329174943980194
-20,1026,-0.12123581701265244,0.2049467783418047,-0.06550695763851236,0.18738137278101197,-3.0113538687706202e-05,0.0001122541336863646,-9.034466392661535e-05,0.054177739151717766
-19,1026,-0.025363588205320094,0.20842979168809672,0.004920572904644247,0.1878641572280362,-3.621527730732335e-05,0.00010074935826694593,-0.0043836134330877425,0.05399900280390545
-18,1026,-0.06645414569184531,0.208610070362555,-0.026863536151851136,0.1882004721685049,-7.736397202250842e-05,0.00010515529953960977,0.0058376227128740426,0.053739036869878444
-17,1026,-0.097560103097219,0.2104793691101292,-0.048381746275796104,0.18865202261585454,-9.565067204933721e-05,9.490140188445154e-05,-0.013734625963633148,0.052269153091771325
-16,1026,-0.06296989499773,0.21101538266047234,-0.029184547459440484,0.188656648755897,-7.157116771098979e-05,9.493625286093881e-05,-0.004098889971478004,0.052804884590565454
-15,1026,-0.022783559454665647,0.20886455980680207,0.0006516273901447308,0.190878220648081,4.4371276891673985e-06,0.00011936407351767006,0.028586225746882632,0.05279880792365889
-14,1026,-0.022411014880698365,0.20683591596901496,0.0178182503888923,0.18728828716690302,-2.885696035993282e-05,0.00011214035063941957,-0.0014732839418544732,0.05300439789085326
-13,1026,-0.04964902593454207,0.20735877439534123,-0.009595276073854877,0.18926526504131,-7.595090090115381e-05,0.0001149792905466881,0.007882714972355459,0.05298060297072423
-12,1026,-0.048199239998846045,0.20728423050538525,0.010340574443917169,0.18785483111768025,7.543087494537041e-06,0.00011365103869496279,0.005235157567686577,0.05431763774400708
-11,1026,-0.036257229013713616,0.2157942270600578,0.005036683071475406,0.1942920955701438,-8.673294420372502e-05,9.480349534754667e-05,-0.008557315463505709,0.052198986561819614
-10,1026,-0.07825231520961672,0.20555824799644393,-0.02121679250998488,0.1884116982582542,-7.173814041901726e-05,0.00010495813013846144,-0.0014949674411389722,0.05305656205431215
-9,1026,-0.11689338308980132,0.21150739868276405,-0.04897339437602803,0.19024335948001753,-6.426600052417304e-05,9.446940560122774e-05,0.022629098407057704,0.05296270135746107
-8,1026,-0.11103362823215997,0.20689899841362752,-0.043981585718964045,0.18861498635744706,-3.408635224422146e-05,0.00011995154959199654,0.018919894886302576,0.052070299128687665
-7,1026,-0.11669916474016369,0.21194107866477052,-0.045573096181549436,0.19155966824052673,-6.645198629760598e-05,0.00015944465945406412,-0.020184961023952248,0.05461986640800494
-6,1026,-0.08804024847662263,0.21092948124935806,-0.04188821821881655,0.19098053648147686,-5.415775479527265e-05,0.00011968347534261733,0.013274698617432867,0.05529301782389583
-5,1026,-0.057642454534689185,0.21647772137586357,-0.013272858492739572,0.19464468290634224,-2.871525500356929e-05,0.0001233395246209586,-0.010227472928135896,0.05181947989097601
-4,1026,-0.050237119310973834,0.20887512770543146,-0.008903396512647854,0.18938873759301653,-7.7294500101416e-05,0.0001189093306987131,-0.024934736970509654,0.05690847764228529
-3,1026,-0.03239726888816845,0.20321991763982003,-0.0035909993362424563,0.1893424960827797,1.994363661386641e-05,0.00016924813784984337,0.017112657128546364,0.05446090363000353
-2,1026,-0.04233473334853376,0.20550425580527512,-0.0006193166816160334,0.18882347811514344,1.3038301967693951e-06,0.00014358401905696373,0.002402694904253559,0.05366796324858462
-1,1026,-0.03260665230339079,0.20170215874732333,-0.006955558617013985,0.18858121505298767,-7.576680796805147e-05,0.00011517679108394561,0.0019102341624300408,0.05351159183953426
0,1026,-0.09999546322579192,0.20819814785984125,-0.054482160882019036,0.18986606386134788,-0.0001347810799885246,0.00012600697813911407,0.00048376155773975426,0.05290280238917497
1,1026,-0.048354584893254934,0.20767417902353227,-0.013198832718353936,0.18742141793511397,-7.86264446021052e-05,0.00012507439379890397,0.0011580513582806144,0.053319813075869575
2,1026,-0.03203331060138519,0.21486433009202466,0.0015270266274210057,0.19268233220640182,-8.472442817930345e-05,0.00011950165828003743,0.01662609567314266,0.05289916273736007
3,1026,-0.06128041184410239,0.21823371946603967,-0.014219971983754898,0.19488537865231167,-1.270064120266806e-05,0.00015125341136776796,-0.006200060239224548,0.054810733157080585
4,1026,0.0058587772706733005,0.21532787050679367,0.026215913851377524,0.1943279277332975,-5.906130844229966e-05,0.00013648771064780565,0.001627603349174409,0.05397634935068756
5,1026,-0.014899092180206342,0.20320796456150872,0.0013044297057649224,0.1886801026780727,-5.1366797509380965e-05,0.00011610344133600958,-0.01925496517027176,0.05364966205668633
6,1026,-0.04035195161650863,0.20501043138706943,-0.020441509690993377,0.18785777262723835,-9.902391177358184e-05,0.00010174248602809806,0.006116824340244339,0.05401300617800728
7,1026,-0.007152000763102317,0.1999039140182018,0.009118534704078739,0.18621833694466164,-3.375819897981435e-05,0.0001347771501997434,0.0015956601453816712,0.0550396303056675
8,1026,-0.02527652821493691,0.212703257508839,0.006324070097502777,0.19052859664299188,-4.5980910666426623e-05,0.00011873812988485703,0.01390802336677324,0.052450193620890886
9,1026,-0.0015107164999251187,0.21096066065827074,0.009476741152690826,0.1916423299064655,-3.262304967895732e-05,0.00012765747701169917,0.009896058164559659,0.055170145263183826
10,1026,-0.03666415206849746,0.20419677878787038,-0.0025608562626487337,0.1850849803405633,-3.079256455729039e-05,0.00012086541046898464,-0.004762420869128735,0.05348203559859372
11,1026,-0.030564452979987472,0.19995014136511124,0.01214072165248276,0.18452419380320273,-4.7720178900106274e-05,0.00010129479353300882,0.0010025845406175635,0.05438010508068936
12,1026,-0.04999138401126086,0.2052490992346286,-0.0013028317718639985,0.18725856741984914,-6.531188039998706e-05,9.371759332020628e-05,-0.008318600531733214,0.05349295182957871
13,1026,-0.035644820087727506,0.2023330103581679,-0.0028829864442224914,0.1848899077357274,-8.228411096463792e-05,9.928671386714182e-05,-0.0036822389802283026,0.05348076352661104
14,1026,-0.025571334531439827,0.20758637549096925,0.02479620810933719,0.18453790739241163,-4.851863696532054e-05,0.00010544328983512832,0.013626785287744974,0.054161327326979196
15,1026,0.011155019301640035,0.20471983817226452,0.04030063444998066,0.184198964445929,-2.561105282432827e-05,0.00011450948615968086,-0.021365775391355132,0.054556450243784874
16,1026,-0.02542909095955682,0.20610775273348642,0.017139886936962025,0.18432422067451928,4.140515227860184e-06,0.00018382614945147336,0.007666576588399036,0.05294462255954779
17,1026,-0.035011786557521206,0.20238753658505043,0.0196856658982298,0.18331857938456583,-7.793835847182488e-05,0.00012780502468422657,0.020504444759754197,0.053800072940556776
18,1026,-0.036898900671955726,0.20790589632009548,0.025319666934832983,0.18454015828175396,-5.8475910483868494e-05,0.00011011243663955633,0.011462130521403064,0.052136511753715246
19,1026,-0.026897545618593702,0.21227497123125752,0.02933691776663257,0.18819800428262634,-2.7318249973186043e-05,9.976089528897584e-05,0.008971933854673578,0.05430232783971336
20,1026,0.017663504191709437,0.20567050248756005,0.051573500808539376,0.1847932708787623,-3.479850277433408e-05,9.754643775215641e-05,-0.011494143135541007,0.053029182916163084
21,1026,-0.04654278852234417,0.20667764147294038,0.002379968059679976,0.18488212203083315,-7.928450575275644e-05,0.00010740560067370313,0.0045942898831309986,0.05349969939787372
22,1026,-0.034557794939144605,0.2054002672386003,0.007326379134800183,0.1855746699173545,-4.466699105043789e-05,0.00010410444638176038,-0.004871741693375797,0.05272066367018039
23,1026,-0.05241023449206867,0.20504937141632917,-0.007110917462653633,0.18390775463090778,-3.833681896452717e-05,0.00014037115136923608,0.004844805203369336,0.052840383542866506
24,1026,-0.029316894892842175,0.2043768335846925,0.009208417399621385,0.18294985028368388,-5.826434372593973e-05,0.00011680733731003679,0.004013052614259535,0.05119729789747715
25,1026,0.04334834574222486,0.20333627237065474,0.05444576988044777,0.18583866965300894,-4.4250771694981305e-05,0.00013225928084858706,-0.0036584854209313314,0.054709209800447856
26,1026,-0.004857287588568312,0.2053142494144556,0.018907372719010336,0.18550869082408283,-5.541569498570226e-05,0.00010902650454509918,0.00046136098710470447,0.05483522736580201
27,1026,0.02481947665561032,0.2044594837471483,0.04937812938699985,0.1842742650245347,-6.830198696435098e-05,8.953029067244953e-05,0.0030237463438816995,0.05174495360224508
28,1026,-0.01187169376471135,0.2048772252636081,0.038586396167749275,0.18391156790347044,-7.114998115960039e-05,0.00010594562463726218,0.007675079967425701,0.05236630450714325
29,1026,0.016592170513775206,0.2017074990614277,0.049266830143199124,0.18132907909402554,-6.292173920622546e-06,0.00011480465872564455,0.02291485409207174,0.05305364026966912
30,1026,0.0236857931712402,0.19312590876387287,0.05166744860990549,0.17638532930402265,-5.942836328274403e-06,0.00010607223945102003,0.012793980214457809,0.0529741004407973
